,E,D,C,B,A,O,A',B',C',D',E',outcomes,str_out_det
104,11115,8164,7670,7354,6798,8178,6779,7162,7703,8062,11015,"{'tie': 66, 'left_suc_strategic': 9, 'left_unsuc_best_try': 56, 'left_unsuc_sincere': 43, 'left_unsuc_random': 60, 'left_winning_sincere': 44848, 'right_suc_strategic': 9, 'right_unsuc_best_try': 31, 'right_unsuc_sincere': 49, 'right_unsuc_random': 52, 'right_winning_sincere': 44327}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 2, -3: 2, -1: 3}, 'left_unsuc_best_try': {-9: 40, -7: 6, -5: 6, -3: 4, -1: 0}, 'right_suc_strategic': {1: 2, 3: 4, 5: 1, 7: 2, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 3, 5: 1, 7: 4, 9: 21}}"
105,11121,8155,7666,7353,6796,8178,6779,7157,7705,8063,11027,"{'tie': 64, 'left_suc_strategic': 7, 'left_unsuc_best_try': 56, 'left_unsuc_sincere': 46, 'left_unsuc_random': 51, 'left_winning_sincere': 44860, 'right_suc_strategic': 7, 'right_unsuc_best_try': 45, 'right_unsuc_sincere': 46, 'right_unsuc_random': 37, 'right_winning_sincere': 44325}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 3, -3: 1, -1: 2}, 'left_unsuc_best_try': {-9: 36, -7: 7, -5: 7, -3: 1, -1: 5}, 'right_suc_strategic': {1: 2, 3: 3, 5: 1, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 6, 5: 3, 7: 10, 9: 25}}"
106,11116,8158,7658,7353,6796,8178,6775,7157,7701,8068,11040,"{'tie': 66, 'left_suc_strategic': 4, 'left_unsuc_best_try': 52, 'left_unsuc_sincere': 55, 'left_unsuc_random': 48, 'left_winning_sincere': 44845, 'right_suc_strategic': 7, 'right_unsuc_best_try': 42, 'right_unsuc_sincere': 48, 'right_unsuc_random': 38, 'right_winning_sincere': 44339}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 1, -1: 2}, 'left_unsuc_best_try': {-9: 39, -7: 2, -5: 6, -3: 4, -1: 1}, 'right_suc_strategic': {1: 3, 3: 2, 5: 2, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 4, 3: 3, 5: 7, 7: 4, 9: 24}}"
107,11107,8159,7656,7355,6794,8178,6786,7158,7701,8072,11034,"{'tie': 69, 'left_suc_strategic': 13, 'left_unsuc_best_try': 47, 'left_unsuc_sincere': 48, 'left_unsuc_random': 54, 'left_winning_sincere': 44824, 'right_suc_strategic': 4, 'right_unsuc_best_try': 39, 'right_unsuc_sincere': 42, 'right_unsuc_random': 42, 'right_winning_sincere': 44358}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 5, -3: 2, -1: 4}, 'left_unsuc_best_try': {-9: 37, -7: 5, -5: 1, -3: 1, -1: 3}, 'right_suc_strategic': {1: 1, 3: 1, 5: 2, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 5, 5: 2, 7: 3, 9: 28}}"
108,11103,8154,7656,7353,6790,8178,6781,7166,7711,8078,11030,"{'tie': 66, 'left_suc_strategic': 6, 'left_unsuc_best_try': 60, 'left_unsuc_sincere': 42, 'left_unsuc_random': 49, 'left_winning_sincere': 44824, 'right_suc_strategic': 8, 'right_unsuc_best_try': 37, 'right_unsuc_sincere': 32, 'right_unsuc_random': 44, 'right_winning_sincere': 44361}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 1, -1: 4}, 'left_unsuc_best_try': {-9: 42, -7: 4, -5: 3, -3: 5, -1: 6}, 'right_suc_strategic': {1: 6, 3: 0, 5: 1, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 7, 3: 3, 5: 3, 7: 9, 9: 15}}"
109,11102,8160,7659,7352,6788,8178,6782,7171,7708,8077,11023,"{'tie': 68, 'left_suc_strategic': 9, 'left_unsuc_best_try': 55, 'left_unsuc_sincere': 43, 'left_unsuc_random': 49, 'left_winning_sincere': 44812, 'right_suc_strategic': 6, 'right_unsuc_best_try': 31, 'right_unsuc_sincere': 34, 'right_unsuc_random': 46, 'right_winning_sincere': 44385}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 5, -1: 3}, 'left_unsuc_best_try': {-9: 40, -7: 3, -5: 8, -3: 2, -1: 2}, 'right_suc_strategic': {1: 2, 3: 1, 5: 2, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 3, 5: 4, 7: 3, 9: 20}}"
110,11103,8166,7656,7352,6780,8178,6786,7169,7712,8069,11029,"{'tie': 69, 'left_suc_strategic': 18, 'left_unsuc_best_try': 49, 'left_unsuc_sincere': 45, 'left_unsuc_random': 43, 'left_winning_sincere': 44812, 'right_suc_strategic': 11, 'right_unsuc_best_try': 33, 'right_unsuc_sincere': 35, 'right_unsuc_random': 36, 'right_winning_sincere': 44371}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 3, -3: 6, -1: 9}, 'left_unsuc_best_try': {-9: 28, -7: 9, -5: 4, -3: 3, -1: 5}, 'right_suc_strategic': {1: 6, 3: 2, 5: 2, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 4, 5: 2, 7: 5, 9: 21}}"
111,11091,8163,7651,7357,6784,8178,6787,7172,7719,8068,11030,"{'tie': 64, 'left_suc_strategic': 13, 'left_unsuc_best_try': 38, 'left_unsuc_sincere': 37, 'left_unsuc_random': 55, 'left_winning_sincere': 44816, 'right_suc_strategic': 3, 'right_unsuc_best_try': 43, 'right_unsuc_sincere': 31, 'right_unsuc_random': 38, 'right_winning_sincere': 44385}","{'left_suc_strategic': {-9: 0, -7: 3, -5: 7, -3: 2, -1: 1}, 'left_unsuc_best_try': {-9: 26, -7: 7, -5: 4, -3: 1, -1: 0}, 'right_suc_strategic': {1: 0, 3: 2, 5: 0, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 3, 5: 4, 7: 4, 9: 30}}"
112,11098,8155,7653,7360,6781,8178,6790,7169,7722,8063,11031,"{'tie': 64, 'left_suc_strategic': 11, 'left_unsuc_best_try': 50, 'left_unsuc_sincere': 46, 'left_unsuc_random': 41, 'left_winning_sincere': 44803, 'right_suc_strategic': 4, 'right_unsuc_best_try': 43, 'right_unsuc_sincere': 29, 'right_unsuc_random': 38, 'right_winning_sincere': 44400}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 3, -3: 4, -1: 3}, 'left_unsuc_best_try': {-9: 28, -7: 10, -5: 4, -3: 4, -1: 4}, 'right_suc_strategic': {1: 2, 3: 0, 5: 1, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 5, 5: 4, 7: 6, 9: 27}}"
113,11093,8156,7649,7357,6782,8178,6792,7171,7724,8064,11034,"{'tie': 67, 'left_suc_strategic': 11, 'left_unsuc_best_try': 37, 'left_unsuc_sincere': 42, 'left_unsuc_random': 52, 'left_winning_sincere': 44799, 'right_suc_strategic': 10, 'right_unsuc_best_try': 31, 'right_unsuc_sincere': 35, 'right_unsuc_random': 39, 'right_winning_sincere': 44399}","{'left_suc_strategic': {-9: 0, -7: 3, -5: 4, -3: 3, -1: 1}, 'left_unsuc_best_try': {-9: 21, -7: 7, -5: 5, -3: 1, -1: 3}, 'right_suc_strategic': {1: 4, 3: 2, 5: 2, 7: 2, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 3, 5: 6, 7: 4, 9: 16}}"
114,11101,8158,7646,7356,6776,8178,6791,7175,7717,8066,11036,"{'tie': 58, 'left_suc_strategic': 11, 'left_unsuc_best_try': 48, 'left_unsuc_sincere': 50, 'left_unsuc_random': 36, 'left_winning_sincere': 44795, 'right_suc_strategic': 9, 'right_unsuc_best_try': 40, 'right_unsuc_sincere': 34, 'right_unsuc_random': 36, 'right_winning_sincere': 44413}","{'left_suc_strategic': {-9: 0, -7: 4, -5: 1, -3: 0, -1: 6}, 'left_unsuc_best_try': {-9: 28, -7: 3, -5: 5, -3: 8, -1: 4}, 'right_suc_strategic': {1: 4, 3: 0, 5: 5, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 4, 3: 1, 5: 4, 7: 6, 9: 25}}"
115,11083,8164,7643,7362,6779,8178,6798,7174,7719,8067,11033,"{'tie': 60, 'left_suc_strategic': 10, 'left_unsuc_best_try': 40, 'left_unsuc_sincere': 40, 'left_unsuc_random': 50, 'left_winning_sincere': 44791, 'right_suc_strategic': 7, 'right_unsuc_best_try': 35, 'right_unsuc_sincere': 27, 'right_unsuc_random': 43, 'right_winning_sincere': 44406}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 5, -3: 0, -1: 3}, 'left_unsuc_best_try': {-9: 31, -7: 3, -5: 2, -3: 3, -1: 1}, 'right_suc_strategic': {1: 2, 3: 3, 5: 1, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 4, 5: 2, 7: 3, 9: 24}}"
116,11092,8155,7644,7363,6774,8178,6791,7180,7714,8071,11038,"{'tie': 62, 'left_suc_strategic': 10, 'left_unsuc_best_try': 50, 'left_unsuc_sincere': 41, 'left_unsuc_random': 43, 'left_winning_sincere': 44781, 'right_suc_strategic': 15, 'right_unsuc_best_try': 29, 'right_unsuc_sincere': 38, 'right_unsuc_random': 41, 'right_winning_sincere': 44414}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 4, -3: 1, -1: 4}, 'left_unsuc_best_try': {-9: 31, -7: 8, -5: 6, -3: 2, -1: 3}, 'right_suc_strategic': {1: 5, 3: 2, 5: 6, 7: 2, 9: 0}, 'right_unsuc_best_try': {1: 6, 3: 2, 5: 4, 7: 3, 9: 14}}"
117,11081,8159,7647,7362,6769,8178,6798,7185,7713,8072,11036,"{'tie': 63, 'left_suc_strategic': 11, 'left_unsuc_best_try': 42, 'left_unsuc_sincere': 34, 'left_unsuc_random': 52, 'left_winning_sincere': 44779, 'right_suc_strategic': 6, 'right_unsuc_best_try': 32, 'right_unsuc_sincere': 33, 'right_unsuc_random': 40, 'right_winning_sincere': 44423}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 3, -3: 4, -1: 4}, 'left_unsuc_best_try': {-9: 30, -7: 2, -5: 3, -3: 5, -1: 2}, 'right_suc_strategic': {1: 0, 3: 1, 5: 1, 7: 4, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 3, 5: 0, 7: 2, 9: 25}}"
118,11067,8158,7650,7362,6764,8178,6799,7187,7713,8074,11048,"{'tie': 63, 'left_suc_strategic': 8, 'left_unsuc_best_try': 43, 'left_unsuc_sincere': 25, 'left_unsuc_random': 48, 'left_winning_sincere': 44781, 'right_suc_strategic': 10, 'right_unsuc_best_try': 33, 'right_unsuc_sincere': 37, 'right_unsuc_random': 27, 'right_winning_sincere': 44435}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 3, -1: 4}, 'left_unsuc_best_try': {-9: 34, -7: 4, -5: 2, -3: 1, -1: 2}, 'right_suc_strategic': {1: 3, 3: 4, 5: 2, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 5, 3: 3, 5: 3, 7: 2, 9: 20}}"
119,11065,8158,7659,7358,6764,8178,6800,7190,7718,8074,11036,"{'tie': 68, 'left_suc_strategic': 5, 'left_unsuc_best_try': 45, 'left_unsuc_sincere': 43, 'left_unsuc_random': 42, 'left_winning_sincere': 44758, 'right_suc_strategic': 4, 'right_unsuc_best_try': 23, 'right_unsuc_sincere': 32, 'right_unsuc_random': 40, 'right_winning_sincere': 44452}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 1, -1: 4}, 'left_unsuc_best_try': {-9: 35, -7: 2, -5: 1, -3: 6, -1: 1}, 'right_suc_strategic': {1: 0, 3: 2, 5: 2, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 3, 3: 1, 5: 2, 7: 4, 9: 13}}"
120,11060,8158,7661,7357,6765,8178,6800,7196,7712,8071,11042,"{'tie': 70, 'left_suc_strategic': 12, 'left_unsuc_best_try': 37, 'left_unsuc_sincere': 45, 'left_unsuc_random': 42, 'left_winning_sincere': 44760, 'right_suc_strategic': 9, 'right_unsuc_best_try': 38, 'right_unsuc_sincere': 23, 'right_unsuc_random': 36, 'right_winning_sincere': 44442}","{'left_suc_strategic': {-9: 0, -7: 3, -5: 2, -3: 5, -1: 2}, 'left_unsuc_best_try': {-9: 24, -7: 5, -5: 2, -3: 5, -1: 1}, 'right_suc_strategic': {1: 4, 3: 1, 5: 2, 7: 2, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 4, 5: 5, 7: 5, 9: 22}}"
121,11066,8155,7655,7352,6774,8178,6803,7195,7712,8070,11040,"{'tie': 62, 'left_suc_strategic': 8, 'left_unsuc_best_try': 41, 'left_unsuc_sincere': 39, 'left_unsuc_random': 46, 'left_winning_sincere': 44760, 'right_suc_strategic': 5, 'right_unsuc_best_try': 27, 'right_unsuc_sincere': 31, 'right_unsuc_random': 37, 'right_winning_sincere': 44455}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 3, -3: 3, -1: 1}, 'left_unsuc_best_try': {-9: 24, -7: 5, -5: 5, -3: 3, -1: 4}, 'right_suc_strategic': {1: 1, 3: 2, 5: 2, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 1, 5: 3, 7: 4, 9: 18}}"
122,11075,8157,7648,7357,6771,8178,6801,7191,7716,8069,11037,"{'tie': 62, 'left_suc_strategic': 7, 'left_unsuc_best_try': 45, 'left_unsuc_sincere': 41, 'left_unsuc_random': 35, 'left_winning_sincere': 44764, 'right_suc_strategic': 11, 'right_unsuc_best_try': 25, 'right_unsuc_sincere': 36, 'right_unsuc_random': 32, 'right_winning_sincere': 44450}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 3, -3: 1, -1: 3}, 'left_unsuc_best_try': {-9: 28, -7: 6, -5: 8, -3: 1, -1: 2}, 'right_suc_strategic': {1: 1, 3: 5, 5: 4, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 5, 3: 2, 5: 1, 7: 1, 9: 16}}"
123,11064,8153,7651,7359,6765,8178,6806,7191,7715,8076,11042,"{'tie': 60, 'left_suc_strategic': 7, 'left_unsuc_best_try': 36, 'left_unsuc_sincere': 37, 'left_unsuc_random': 42, 'left_winning_sincere': 44776, 'right_suc_strategic': 6, 'right_unsuc_best_try': 28, 'right_unsuc_sincere': 31, 'right_unsuc_random': 28, 'right_winning_sincere': 44455}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 3, -3: 2, -1: 0}, 'left_unsuc_best_try': {-9: 23, -7: 4, -5: 1, -3: 2, -1: 6}, 'right_suc_strategic': {1: 2, 3: 2, 5: 2, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 2, 5: 2, 7: 5, 9: 18}}"
124,11069,8147,7646,7355,6764,8178,6807,7193,7720,8077,11044,"{'tie': 59, 'left_suc_strategic': 9, 'left_unsuc_best_try': 43, 'left_unsuc_sincere': 39, 'left_unsuc_random': 38, 'left_winning_sincere': 44750, 'right_suc_strategic': 8, 'right_unsuc_best_try': 31, 'right_unsuc_sincere': 28, 'right_unsuc_random': 22, 'right_winning_sincere': 44467}","{'left_suc_strategic': {-9: 0, -7: 3, -5: 1, -3: 3, -1: 2}, 'left_unsuc_best_try': {-9: 27, -7: 7, -5: 6, -3: 3, -1: 0}, 'right_suc_strategic': {1: 5, 3: 0, 5: 1, 7: 2, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 1, 5: 1, 7: 5, 9: 22}}"
125,11068,8146,7642,7358,6765,8178,6801,7195,7717,8079,11051,"{'tie': 63, 'left_suc_strategic': 9, 'left_unsuc_best_try': 45, 'left_unsuc_sincere': 38, 'left_unsuc_random': 36, 'left_winning_sincere': 44741, 'right_suc_strategic': 5, 'right_unsuc_best_try': 24, 'right_unsuc_sincere': 31, 'right_unsuc_random': 25, 'right_winning_sincere': 44483}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 3, -3: 1, -1: 3}, 'left_unsuc_best_try': {-9: 32, -7: 3, -5: 3, -3: 6, -1: 1}, 'right_suc_strategic': {1: 2, 3: 1, 5: 2, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 3, 3: 2, 5: 1, 7: 2, 9: 16}}"
126,11069,8140,7640,7354,6763,8178,6809,7198,7720,8080,11049,"{'tie': 60, 'left_suc_strategic': 5, 'left_unsuc_best_try': 34, 'left_unsuc_sincere': 44, 'left_unsuc_random': 42, 'left_winning_sincere': 44745, 'right_suc_strategic': 4, 'right_unsuc_best_try': 25, 'right_unsuc_sincere': 24, 'right_unsuc_random': 16, 'right_winning_sincere': 44502}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 3, -3: 0, -1: 1}, 'left_unsuc_best_try': {-9: 22, -7: 4, -5: 4, -3: 3, -1: 1}, 'right_suc_strategic': {1: 1, 3: 0, 5: 2, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 0, 5: 0, 7: 2, 9: 22}}"
127,11057,8145,7637,7350,6768,8178,6815,7202,7724,8086,11038,"{'tie': 57, 'left_suc_strategic': 6, 'left_unsuc_best_try': 42, 'left_unsuc_sincere': 34, 'left_unsuc_random': 36, 'left_winning_sincere': 44741, 'right_suc_strategic': 1, 'right_unsuc_best_try': 25, 'right_unsuc_sincere': 20, 'right_unsuc_random': 24, 'right_winning_sincere': 44516}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 3, -3: 2, -1: 1}, 'left_unsuc_best_try': {-9: 32, -7: 3, -5: 4, -3: 2, -1: 1}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 1, 5: 2, 7: 1, 9: 20}}"
128,11052,8143,7634,7355,6767,8178,6815,7205,7723,8088,11040,"{'tie': 62, 'left_suc_strategic': 7, 'left_unsuc_best_try': 36, 'left_unsuc_sincere': 33, 'left_unsuc_random': 43, 'left_winning_sincere': 44730, 'right_suc_strategic': 3, 'right_unsuc_best_try': 24, 'right_unsuc_sincere': 21, 'right_unsuc_random': 22, 'right_winning_sincere': 44526}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 2, -3: 0, -1: 5}, 'left_unsuc_best_try': {-9: 27, -7: 1, -5: 4, -3: 2, -1: 2}, 'right_suc_strategic': {1: 0, 3: 0, 5: 2, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 3, 3: 2, 5: 0, 7: 3, 9: 16}}"
129,11051,8142,7632,7356,6764,8178,6814,7210,7727,8090,11036,"{'tie': 58, 'left_suc_strategic': 9, 'left_unsuc_best_try': 35, 'left_unsuc_sincere': 45, 'left_unsuc_random': 28, 'left_winning_sincere': 44737, 'right_suc_strategic': 9, 'right_unsuc_best_try': 23, 'right_unsuc_sincere': 19, 'right_unsuc_random': 21, 'right_winning_sincere': 44533}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 2, -3: 1, -1: 6}, 'left_unsuc_best_try': {-9: 27, -7: 4, -5: 0, -3: 2, -1: 2}, 'right_suc_strategic': {1: 2, 3: 4, 5: 1, 7: 2, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 0, 5: 2, 7: 0, 9: 20}}"
130,11045,8144,7632,7355,6766,8178,6816,7212,7729,8088,11035,"{'tie': 63, 'left_suc_strategic': 5, 'left_unsuc_best_try': 32, 'left_unsuc_sincere': 40, 'left_unsuc_random': 30, 'left_winning_sincere': 44741, 'right_suc_strategic': 1, 'right_unsuc_best_try': 19, 'right_unsuc_sincere': 19, 'right_unsuc_random': 20, 'right_winning_sincere': 44544}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 2, -1: 2}, 'left_unsuc_best_try': {-9: 20, -7: 4, -5: 3, -3: 4, -1: 1}, 'right_suc_strategic': {1: 1, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 2, 5: 3, 7: 4, 9: 8}}"
131,11041,8143,7633,7357,6762,8178,6814,7213,7732,8093,11034,"{'tie': 61, 'left_suc_strategic': 9, 'left_unsuc_best_try': 28, 'left_unsuc_sincere': 38, 'left_unsuc_random': 30, 'left_winning_sincere': 44732, 'right_suc_strategic': 2, 'right_unsuc_best_try': 24, 'right_unsuc_sincere': 21, 'right_unsuc_random': 15, 'right_winning_sincere': 44546}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 2, -3: 2, -1: 4}, 'left_unsuc_best_try': {-9: 22, -7: 1, -5: 2, -3: 2, -1: 1}, 'right_suc_strategic': {1: 0, 3: 1, 5: 0, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 1, 5: 0, 7: 1, 9: 20}}"
132,11044,8136,7636,7359,6759,8178,6815,7211,7735,8094,11033,"{'tie': 61, 'left_suc_strategic': 8, 'left_unsuc_best_try': 29, 'left_unsuc_sincere': 38, 'left_unsuc_random': 27, 'left_winning_sincere': 44723, 'right_suc_strategic': 1, 'right_unsuc_best_try': 16, 'right_unsuc_sincere': 21, 'right_unsuc_random': 23, 'right_winning_sincere': 44559}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 2, -3: 3, -1: 2}, 'left_unsuc_best_try': {-9: 18, -7: 3, -5: 2, -3: 2, -1: 4}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 1, 7: 2, 9: 12}}"
133,11035,8137,7630,7354,6763,8178,6820,7207,7745,8099,11032,"{'tie': 63, 'left_suc_strategic': 5, 'left_unsuc_best_try': 22, 'left_unsuc_sincere': 37, 'left_unsuc_random': 38, 'left_winning_sincere': 44730, 'right_suc_strategic': 8, 'right_unsuc_best_try': 14, 'right_unsuc_sincere': 24, 'right_unsuc_random': 17, 'right_winning_sincere': 44558}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 0, -3: 3, -1: 0}, 'left_unsuc_best_try': {-9: 15, -7: 1, -5: 4, -3: 2, -1: 0}, 'right_suc_strategic': {1: 3, 3: 4, 5: 0, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 0, 7: 1, 9: 12}}"
134,11040,8134,7625,7353,6757,8178,6819,7217,7745,8096,11036,"{'tie': 64, 'left_suc_strategic': 7, 'left_unsuc_best_try': 38, 'left_unsuc_sincere': 31, 'left_unsuc_random': 34, 'left_winning_sincere': 44708, 'right_suc_strategic': 5, 'right_unsuc_best_try': 15, 'right_unsuc_sincere': 16, 'right_unsuc_random': 24, 'right_winning_sincere': 44572}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 2, -1: 4}, 'left_unsuc_best_try': {-9: 22, -7: 8, -5: 3, -3: 3, -1: 2}, 'right_suc_strategic': {1: 4, 3: 0, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 0, 5: 1, 7: 6, 9: 7}}"
135,11034,8129,7624,7353,6756,8178,6822,7216,7746,8096,11046,"{'tie': 63, 'left_suc_strategic': 12, 'left_unsuc_best_try': 28, 'left_unsuc_sincere': 36, 'left_unsuc_random': 31, 'left_winning_sincere': 44706, 'right_suc_strategic': 5, 'right_unsuc_best_try': 21, 'right_unsuc_sincere': 20, 'right_unsuc_random': 14, 'right_winning_sincere': 44581}","{'left_suc_strategic': {-9: 0, -7: 3, -5: 2, -3: 2, -1: 5}, 'left_unsuc_best_try': {-9: 21, -7: 3, -5: 1, -3: 3, -1: 0}, 'right_suc_strategic': {1: 1, 3: 2, 5: 2, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 2, 5: 2, 7: 4, 9: 12}}"
136,11029,8129,7620,7350,6758,8178,6822,7218,7751,8097,11048,"{'tie': 62, 'left_suc_strategic': 7, 'left_unsuc_best_try': 23, 'left_unsuc_sincere': 38, 'left_unsuc_random': 34, 'left_winning_sincere': 44691, 'right_suc_strategic': 6, 'right_unsuc_best_try': 14, 'right_unsuc_sincere': 17, 'right_unsuc_random': 25, 'right_winning_sincere': 44595}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 3, -3: 1, -1: 1}, 'left_unsuc_best_try': {-9: 9, -7: 6, -5: 2, -3: 4, -1: 2}, 'right_suc_strategic': {1: 3, 3: 2, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 1, 5: 3, 7: 1, 9: 8}}"
137,11034,8130,7618,7350,6753,8178,6820,7217,7747,8103,11050,"{'tie': 62, 'left_suc_strategic': 8, 'left_unsuc_best_try': 35, 'left_unsuc_sincere': 31, 'left_unsuc_random': 25, 'left_winning_sincere': 44677, 'right_suc_strategic': 6, 'right_unsuc_best_try': 25, 'right_unsuc_sincere': 11, 'right_unsuc_random': 19, 'right_winning_sincere': 44613}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 2, -1: 6}, 'left_unsuc_best_try': {-9: 22, -7: 4, -5: 4, -3: 2, -1: 3}, 'right_suc_strategic': {1: 0, 3: 5, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 1, 5: 4, 7: 0, 9: 18}}"
138,11032,8131,7620,7348,6745,8178,6821,7219,7748,8103,11055,"{'tie': 59, 'left_suc_strategic': 8, 'left_unsuc_best_try': 38, 'left_unsuc_sincere': 26, 'left_unsuc_random': 29, 'left_winning_sincere': 44680, 'right_suc_strategic': 4, 'right_unsuc_best_try': 21, 'right_unsuc_sincere': 13, 'right_unsuc_random': 15, 'right_winning_sincere': 44625}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 1, -3: 2, -1: 4}, 'left_unsuc_best_try': {-9: 25, -7: 5, -5: 2, -3: 4, -1: 2}, 'right_suc_strategic': {1: 0, 3: 0, 5: 3, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 2, 5: 2, 7: 2, 9: 14}}"
139,11025,8129,7615,7350,6750,8178,6826,7219,7747,8102,11059,"{'tie': 55, 'left_suc_strategic': 4, 'left_unsuc_best_try': 27, 'left_unsuc_sincere': 31, 'left_unsuc_random': 29, 'left_winning_sincere': 44678, 'right_suc_strategic': 2, 'right_unsuc_best_try': 20, 'right_unsuc_sincere': 16, 'right_unsuc_random': 14, 'right_winning_sincere': 44634}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 1, -3: 1, -1: 1}, 'left_unsuc_best_try': {-9: 19, -7: 5, -5: 3, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 1, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 1, 5: 2, 7: 2, 9: 14}}"
140,11023,8122,7619,7351,6750,8178,6833,7223,7746,8102,11053,"{'tie': 57, 'left_suc_strategic': 7, 'left_unsuc_best_try': 34, 'left_unsuc_sincere': 26, 'left_unsuc_random': 35, 'left_winning_sincere': 44657, 'right_suc_strategic': 0, 'right_unsuc_best_try': 22, 'right_unsuc_sincere': 11, 'right_unsuc_random': 20, 'right_winning_sincere': 44648}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 4, -1: 2}, 'left_unsuc_best_try': {-9: 24, -7: 6, -5: 1, -3: 0, -1: 3}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 4, 7: 0, 9: 18}}"
