,E,D,C,B,A,O,A',B',C',D',E',outcomes,str_out_det
215,10960,8093,7614,7349,6721,8178,6874,7243,7798,8129,11041,"{'tie': 59, 'left_suc_strategic': 2, 'left_unsuc_best_try': 5, 'left_unsuc_sincere': 11, 'left_unsuc_random': 10, 'left_winning_sincere': 44579, 'right_suc_strategic': 1, 'right_unsuc_best_try': 14, 'right_unsuc_sincere': 5, 'right_unsuc_random': 9, 'right_winning_sincere': 44816}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 0, -1: 1}, 'left_unsuc_best_try': {-9: 3, -7: 0, -5: 0, -3: 1, -1: 1}, 'right_suc_strategic': {1: 0, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 2, 5: 1, 7: 3, 9: 6}}"
216,10956,8096,7614,7348,6722,8178,6878,7241,7797,8131,11039,"{'tie': 56, 'left_suc_strategic': 2, 'left_unsuc_best_try': 6, 'left_unsuc_sincere': 8, 'left_unsuc_random': 10, 'left_winning_sincere': 44586, 'right_suc_strategic': 2, 'right_unsuc_best_try': 8, 'right_unsuc_sincere': 9, 'right_unsuc_random': 7, 'right_winning_sincere': 44816}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 0, -1: 1}, 'left_unsuc_best_try': {-9: 3, -7: 1, -5: 0, -3: 2, -1: 0}, 'right_suc_strategic': {1: 0, 3: 2, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 1, 7: 1, 9: 5}}"
217,10956,8095,7614,7350,6722,8178,6877,7242,7798,8131,11037,"{'tie': 57, 'left_suc_strategic': 4, 'left_unsuc_best_try': 7, 'left_unsuc_sincere': 8, 'left_unsuc_random': 8, 'left_winning_sincere': 44583, 'right_suc_strategic': 2, 'right_unsuc_best_try': 8, 'right_unsuc_sincere': 3, 'right_unsuc_random': 12, 'right_winning_sincere': 44813}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 2, -3: 2, -1: 0}, 'left_unsuc_best_try': {-9: 3, -7: 4, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 1, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 1, 5: 0, 7: 1, 9: 5}}"
218,10960,8096,7614,7351,6722,8178,6874,7244,7793,8128,11040,"{'tie': 56, 'left_suc_strategic': 4, 'left_unsuc_best_try': 7, 'left_unsuc_sincere': 12, 'left_unsuc_random': 5, 'left_winning_sincere': 44583, 'right_suc_strategic': 3, 'right_unsuc_best_try': 9, 'right_unsuc_sincere': 7, 'right_unsuc_random': 12, 'right_winning_sincere': 44812}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 2, -3: 1, -1: 1}, 'left_unsuc_best_try': {-9: 4, -7: 1, -5: 1, -3: 1, -1: 0}, 'right_suc_strategic': {1: 3, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 0, 5: 1, 7: 3, 9: 3}}"
219,10966,8093,7615,7352,6721,8178,6874,7244,7793,8128,11036,"{'tie': 54, 'left_suc_strategic': 1, 'left_unsuc_best_try': 11, 'left_unsuc_sincere': 8, 'left_unsuc_random': 4, 'left_winning_sincere': 44591, 'right_suc_strategic': 0, 'right_unsuc_best_try': 8, 'right_unsuc_sincere': 5, 'right_unsuc_random': 12, 'right_winning_sincere': 44814}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 6, -7: 2, -5: 0, -3: 1, -1: 2}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 0, 5: 1, 7: 0, 9: 6}}"
220,10960,8096,7615,7352,6722,8178,6875,7242,7793,8129,11038,"{'tie': 54, 'left_suc_strategic': 0, 'left_unsuc_best_try': 4, 'left_unsuc_sincere': 9, 'left_unsuc_random': 9, 'left_winning_sincere': 44599, 'right_suc_strategic': 0, 'right_unsuc_best_try': 8, 'right_unsuc_sincere': 8, 'right_unsuc_random': 6, 'right_winning_sincere': 44805}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 4, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 1, 5: 0, 7: 1, 9: 5}}"
221,10958,8095,7617,7352,6723,8178,6873,7243,7792,8128,11041,"{'tie': 53, 'left_suc_strategic': 4, 'left_unsuc_best_try': 6, 'left_unsuc_sincere': 6, 'left_unsuc_random': 8, 'left_winning_sincere': 44594, 'right_suc_strategic': 1, 'right_unsuc_best_try': 5, 'right_unsuc_sincere': 10, 'right_unsuc_random': 7, 'right_winning_sincere': 44813}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 2, -1: 1}, 'left_unsuc_best_try': {-9: 4, -7: 2, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 1, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 2, 7: 0, 9: 2}}"
222,10960,8097,7613,7352,6722,8178,6874,7243,7792,8128,11041,"{'tie': 59, 'left_suc_strategic': 2, 'left_unsuc_best_try': 5, 'left_unsuc_sincere': 8, 'left_unsuc_random': 7, 'left_winning_sincere': 44590, 'right_suc_strategic': 0, 'right_unsuc_best_try': 4, 'right_unsuc_sincere': 7, 'right_unsuc_random': 7, 'right_winning_sincere': 44811}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 1, -1: 1}, 'left_unsuc_best_try': {-9: 3, -7: 0, -5: 2, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 1, 5: 0, 7: 0, 9: 1}}"
223,10958,8098,7614,7355,6721,8178,6874,7247,7790,8129,11036,"{'tie': 59, 'left_suc_strategic': 2, 'left_unsuc_best_try': 4, 'left_unsuc_sincere': 5, 'left_unsuc_random': 8, 'left_winning_sincere': 44593, 'right_suc_strategic': 2, 'right_unsuc_best_try': 5, 'right_unsuc_sincere': 4, 'right_unsuc_random': 8, 'right_winning_sincere': 44815}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 2}, 'left_unsuc_best_try': {-9: 3, -7: 1, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 1, 3: 0, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 1, 5: 1, 7: 0, 9: 2}}"
224,10956,8099,7617,7353,6721,8178,6873,7246,7791,8130,11036,"{'tie': 58, 'left_suc_strategic': 1, 'left_unsuc_best_try': 3, 'left_unsuc_sincere': 8, 'left_unsuc_random': 7, 'left_winning_sincere': 44597, 'right_suc_strategic': 1, 'right_unsuc_best_try': 7, 'right_unsuc_sincere': 7, 'right_unsuc_random': 7, 'right_winning_sincere': 44803}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 1, -1: 0}, 'left_unsuc_best_try': {-9: 3, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 0, 5: 2, 7: 0, 9: 4}}"
225,10957,8099,7616,7351,6721,8178,6873,7244,7790,8131,11040,"{'tie': 57, 'left_suc_strategic': 1, 'left_unsuc_best_try': 7, 'left_unsuc_sincere': 4, 'left_unsuc_random': 6, 'left_winning_sincere': 44597, 'right_suc_strategic': 1, 'right_unsuc_best_try': 9, 'right_unsuc_sincere': 7, 'right_unsuc_random': 6, 'right_winning_sincere': 44806}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 1, -1: 0}, 'left_unsuc_best_try': {-9: 5, -7: 1, -5: 1, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 2, 5: 1, 7: 1, 9: 5}}"
226,10959,8100,7616,7352,6723,8178,6872,7244,7790,8131,11035,"{'tie': 56, 'left_suc_strategic': 1, 'left_unsuc_best_try': 6, 'left_unsuc_sincere': 8, 'left_unsuc_random': 2, 'left_winning_sincere': 44598, 'right_suc_strategic': 0, 'right_unsuc_best_try': 7, 'right_unsuc_sincere': 6, 'right_unsuc_random': 7, 'right_winning_sincere': 44810}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 5, -7: 1, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 7}}"
227,10957,8098,7617,7353,6723,8178,6872,7243,7793,8130,11036,"{'tie': 57, 'left_suc_strategic': 1, 'left_unsuc_best_try': 3, 'left_unsuc_sincere': 7, 'left_unsuc_random': 7, 'left_winning_sincere': 44605, 'right_suc_strategic': 1, 'right_unsuc_best_try': 9, 'right_unsuc_sincere': 5, 'right_unsuc_random': 7, 'right_winning_sincere': 44801}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 1}, 'left_unsuc_best_try': {-9: 2, -7: 0, -5: 1, -3: 0, -1: 0}, 'right_suc_strategic': {1: 1, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 2, 3: 0, 5: 0, 7: 2, 9: 5}}"
228,10960,8099,7616,7355,6720,8178,6871,7244,7790,8130,11037,"{'tie': 56, 'left_suc_strategic': 5, 'left_unsuc_best_try': 8, 'left_unsuc_sincere': 2, 'left_unsuc_random': 5, 'left_winning_sincere': 44599, 'right_suc_strategic': 1, 'right_unsuc_best_try': 9, 'right_unsuc_sincere': 4, 'right_unsuc_random': 6, 'right_winning_sincere': 44807}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 1, -1: 3}, 'left_unsuc_best_try': {-9: 5, -7: 1, -5: 1, -3: 0, -1: 1}, 'right_suc_strategic': {1: 0, 3: 0, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 1, 7: 0, 9: 8}}"
229,10957,8099,7619,7356,6720,8178,6871,7244,7788,8132,11036,"{'tie': 56, 'left_suc_strategic': 2, 'left_unsuc_best_try': 3, 'left_unsuc_sincere': 5, 'left_unsuc_random': 4, 'left_winning_sincere': 44608, 'right_suc_strategic': 2, 'right_unsuc_best_try': 6, 'right_unsuc_sincere': 7, 'right_unsuc_random': 3, 'right_winning_sincere': 44805}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 1, -1: 1}, 'left_unsuc_best_try': {-9: 3, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 1, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 6}}"
230,10959,8099,7617,7355,6720,8178,6871,7245,7789,8133,11034,"{'tie': 56, 'left_suc_strategic': 1, 'left_unsuc_best_try': 2, 'left_unsuc_sincere': 5, 'left_unsuc_random': 6, 'left_winning_sincere': 44607, 'right_suc_strategic': 0, 'right_unsuc_best_try': 3, 'right_unsuc_sincere': 6, 'right_unsuc_random': 7, 'right_winning_sincere': 44809}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 1, -7: 0, -5: 0, -3: 0, -1: 1}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 0, 7: 0, 9: 2}}"
231,10960,8098,7619,7355,6716,8178,6872,7244,7789,8134,11035,"{'tie': 55, 'left_suc_strategic': 3, 'left_unsuc_best_try': 3, 'left_unsuc_sincere': 3, 'left_unsuc_random': 6, 'left_winning_sincere': 44607, 'right_suc_strategic': 1, 'right_unsuc_best_try': 6, 'right_unsuc_sincere': 6, 'right_unsuc_random': 4, 'right_winning_sincere': 44810}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 3}, 'left_unsuc_best_try': {-9: 3, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 2, 9: 4}}"
232,10959,8098,7619,7355,6717,8178,6871,7244,7790,8134,11035,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 3, 'left_unsuc_sincere': 4, 'left_unsuc_random': 3, 'left_winning_sincere': 44606, 'right_suc_strategic': 0, 'right_unsuc_best_try': 7, 'right_unsuc_sincere': 3, 'right_unsuc_random': 4, 'right_winning_sincere': 44813}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 1, -7: 0, -5: 1, -3: 1, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 0, 7: 0, 9: 6}}"
233,10957,8099,7618,7355,6717,8178,6873,7244,7790,8135,11034,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 4, 'left_unsuc_sincere': 2, 'left_unsuc_random': 4, 'left_winning_sincere': 44604, 'right_suc_strategic': 1, 'right_unsuc_best_try': 1, 'right_unsuc_sincere': 7, 'right_unsuc_random': 3, 'right_winning_sincere': 44815}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 3, -7: 0, -5: 1, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 1}}"
234,10958,8097,7619,7357,6718,8178,6874,7244,7789,8135,11031,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 6, 'left_unsuc_sincere': 1, 'left_unsuc_random': 5, 'left_winning_sincere': 44604, 'right_suc_strategic': 0, 'right_unsuc_best_try': 2, 'right_unsuc_sincere': 5, 'right_unsuc_random': 4, 'right_winning_sincere': 44817}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 4, -7: 1, -5: 0, -3: 0, -1: 1}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 1, 7: 0, 9: 1}}"
235,10957,8097,7620,7357,6718,8178,6875,7243,7790,8134,11031,"{'tie': 57, 'left_suc_strategic': 0, 'left_unsuc_best_try': 5, 'left_unsuc_sincere': 2, 'left_unsuc_random': 4, 'left_winning_sincere': 44605, 'right_suc_strategic': 1, 'right_unsuc_best_try': 3, 'right_unsuc_sincere': 3, 'right_unsuc_random': 4, 'right_winning_sincere': 44815}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 5, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 1, 7: 0, 9: 2}}"
236,10956,8097,7619,7359,6718,8178,6875,7243,7789,8134,11032,"{'tie': 55, 'left_suc_strategic': 0, 'left_unsuc_best_try': 2, 'left_unsuc_sincere': 5, 'left_unsuc_random': 3, 'left_winning_sincere': 44604, 'right_suc_strategic': 1, 'right_unsuc_best_try': 5, 'right_unsuc_sincere': 2, 'right_unsuc_random': 3, 'right_winning_sincere': 44818}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 2, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 1, 7: 1, 9: 3}}"
237,10958,8096,7619,7356,6717,8178,6875,7244,7788,8135,11034,"{'tie': 55, 'left_suc_strategic': 1, 'left_unsuc_best_try': 5, 'left_unsuc_sincere': 2, 'left_unsuc_random': 4, 'left_winning_sincere': 44601, 'right_suc_strategic': 1, 'right_unsuc_best_try': 3, 'right_unsuc_sincere': 3, 'right_unsuc_random': 2, 'right_winning_sincere': 44817}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 3, -7: 0, -5: 0, -3: 1, -1: 1}, 'right_suc_strategic': {1: 1, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 1, 7: 1, 9: 1}}"
238,10959,8097,7618,7356,6718,8178,6874,7243,7788,8135,11034,"{'tie': 55, 'left_suc_strategic': 2, 'left_unsuc_best_try': 4, 'left_unsuc_sincere': 5, 'left_unsuc_random': 3, 'left_winning_sincere': 44600, 'right_suc_strategic': 1, 'right_unsuc_best_try': 3, 'right_unsuc_sincere': 2, 'right_unsuc_random': 3, 'right_winning_sincere': 44822}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 1, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 3, -7: 0, -5: 0, -3: 1, -1: 0}, 'right_suc_strategic': {1: 0, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 1, 3: 0, 5: 0, 7: 0, 9: 2}}"
239,10960,8095,7619,7358,6717,8178,6873,7244,7787,8134,11035,"{'tie': 56, 'left_suc_strategic': 0, 'left_unsuc_best_try': 7, 'left_unsuc_sincere': 5, 'left_unsuc_random': 3, 'left_winning_sincere': 44601, 'right_suc_strategic': 2, 'right_unsuc_best_try': 3, 'right_unsuc_sincere': 1, 'right_unsuc_random': 4, 'right_winning_sincere': 44819}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 4, -7: 2, -5: 0, -3: 0, -1: 1}, 'right_suc_strategic': {1: 1, 3: 0, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 1, 9: 2}}"
240,10957,8096,7618,7358,6717,8178,6875,7242,7789,8134,11036,"{'tie': 54, 'left_suc_strategic': 0, 'left_unsuc_best_try': 5, 'left_unsuc_sincere': 2, 'left_unsuc_random': 5, 'left_winning_sincere': 44601, 'right_suc_strategic': 1, 'right_unsuc_best_try': 2, 'right_unsuc_sincere': 4, 'right_unsuc_random': 1, 'right_winning_sincere': 44819}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 4, -7: 0, -5: 1, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 2}}"
241,10954,8096,7618,7359,6717,8178,6876,7245,7788,8133,11036,"{'tie': 54, 'left_suc_strategic': 3, 'left_unsuc_best_try': 4, 'left_unsuc_sincere': 2, 'left_unsuc_random': 5, 'left_winning_sincere': 44597, 'right_suc_strategic': 0, 'right_unsuc_best_try': 5, 'right_unsuc_sincere': 0, 'right_unsuc_random': 3, 'right_winning_sincere': 44823}","{'left_suc_strategic': {-9: 0, -7: 1, -5: 0, -3: 1, -1: 1}, 'left_unsuc_best_try': {-9: 4, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 1, 7: 0, 9: 4}}"
242,10954,8096,7616,7359,6718,8178,6876,7245,7787,8135,11036,"{'tie': 53, 'left_suc_strategic': 0, 'left_unsuc_best_try': 5, 'left_unsuc_sincere': 5, 'left_unsuc_random': 5, 'left_winning_sincere': 44598, 'right_suc_strategic': 1, 'right_unsuc_best_try': 2, 'right_unsuc_sincere': 3, 'right_unsuc_random': 2, 'right_winning_sincere': 44824}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 3, -7: 0, -5: 2, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 1, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 1, 5: 0, 7: 0, 9: 1}}"
243,10954,8095,7617,7358,6717,8178,6878,7244,7789,8135,11035,"{'tie': 55, 'left_suc_strategic': 3, 'left_unsuc_best_try': 7, 'left_unsuc_sincere': 3, 'left_unsuc_random': 6, 'left_winning_sincere': 44595, 'right_suc_strategic': 1, 'right_unsuc_best_try': 2, 'right_unsuc_sincere': 2, 'right_unsuc_random': 2, 'right_winning_sincere': 44825}","{'left_suc_strategic': {-9: 0, -7: 2, -5: 0, -3: 0, -1: 1}, 'left_unsuc_best_try': {-9: 5, -7: 0, -5: 0, -3: 1, -1: 1}, 'right_suc_strategic': {1: 0, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 2}}"
244,10954,8096,7615,7358,6717,8178,6879,7244,7791,8134,11034,"{'tie': 55, 'left_suc_strategic': 1, 'left_unsuc_best_try': 5, 'left_unsuc_sincere': 4, 'left_unsuc_random': 4, 'left_winning_sincere': 44597, 'right_suc_strategic': 2, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 2, 'right_unsuc_random': 2, 'right_winning_sincere': 44827}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 5, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 1, 5: 0, 7: 1, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
245,10953,8095,7617,7359,6718,8178,6878,7243,7791,8134,11034,"{'tie': 57, 'left_suc_strategic': 0, 'left_unsuc_best_try': 4, 'left_unsuc_sincere': 1, 'left_unsuc_random': 4, 'left_winning_sincere': 44597, 'right_suc_strategic': 2, 'right_unsuc_best_try': 0, 'right_unsuc_sincere': 1, 'right_unsuc_random': 3, 'right_winning_sincere': 44826}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 4, -7: 0, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 1, 3: 1, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}}"
246,10952,8096,7617,7359,6716,8178,6878,7243,7792,8132,11037,"{'tie': 54, 'left_suc_strategic': 2, 'left_unsuc_best_try': 3, 'left_unsuc_sincere': 1, 'left_unsuc_random': 5, 'left_winning_sincere': 44598, 'right_suc_strategic': 0, 'right_unsuc_best_try': 3, 'right_unsuc_sincere': 0, 'right_unsuc_random': 1, 'right_winning_sincere': 44825}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 1, -1: 1}, 'left_unsuc_best_try': {-9: 2, -7: 0, -5: 0, -3: 0, -1: 1}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 2, 9: 1}}"
247,10954,8096,7615,7357,6717,8178,6878,7243,7792,8132,11038,"{'tie': 53, 'left_suc_strategic': 0, 'left_unsuc_best_try': 6, 'left_unsuc_sincere': 3, 'left_unsuc_random': 2, 'left_winning_sincere': 44597, 'right_suc_strategic': 0, 'right_unsuc_best_try': 1, 'right_unsuc_sincere': 2, 'right_unsuc_random': 0, 'right_winning_sincere': 44829}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 3, -7: 0, -5: 2, -3: 1, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 1}}"
248,10952,8096,7616,7357,6718,8178,6878,7243,7793,8132,11037,"{'tie': 54, 'left_suc_strategic': 0, 'left_unsuc_best_try': 3, 'left_unsuc_sincere': 3, 'left_unsuc_random': 4, 'left_winning_sincere': 44599, 'right_suc_strategic': 0, 'right_unsuc_best_try': 1, 'right_unsuc_sincere': 1, 'right_unsuc_random': 1, 'right_winning_sincere': 44830}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 2, -7: 1, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 1}}"
249,10952,8097,7614,7357,6716,8178,6878,7244,7794,8132,11038,"{'tie': 54, 'left_suc_strategic': 0, 'left_unsuc_best_try': 2, 'left_unsuc_sincere': 4, 'left_unsuc_random': 4, 'left_winning_sincere': 44597, 'right_suc_strategic': 1, 'right_unsuc_best_try': 1, 'right_unsuc_sincere': 0, 'right_unsuc_random': 2, 'right_winning_sincere': 44829}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 0, -5: 2, -3: 0, -1: 0}, 'right_suc_strategic': {1: 1, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 1, 9: 0}}"
250,10949,8094,7615,7359,6717,8178,6878,7244,7795,8132,11039,"{'tie': 56, 'left_suc_strategic': 0, 'left_unsuc_best_try': 2, 'left_unsuc_sincere': 2, 'left_unsuc_random': 6, 'left_winning_sincere': 44595, 'right_suc_strategic': 0, 'right_unsuc_best_try': 2, 'right_unsuc_sincere': 0, 'right_unsuc_random': 1, 'right_winning_sincere': 44833}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 0, -3: 0, -1: 0}, 'left_unsuc_best_try': {-9: 0, -7: 2, -5: 0, -3: 0, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 0, 9: 2}}"
251,10952,8094,7613,7356,6718,8178,6878,7244,7795,8132,11040,"{'tie': 54, 'left_suc_strategic': 2, 'left_unsuc_best_try': 4, 'left_unsuc_sincere': 3, 'left_unsuc_random': 3, 'left_winning_sincere': 44588, 'right_suc_strategic': 0, 'right_unsuc_best_try': 1, 'right_unsuc_sincere': 2, 'right_unsuc_random': 0, 'right_winning_sincere': 44837}","{'left_suc_strategic': {-9: 0, -7: 0, -5: 1, -3: 1, -1: 0}, 'left_unsuc_best_try': {-9: 3, -7: 0, -5: 0, -3: 1, -1: 0}, 'right_suc_strategic': {1: 0, 3: 0, 5: 0, 7: 0, 9: 0}, 'right_unsuc_best_try': {1: 0, 3: 0, 5: 0, 7: 1, 9: 0}}"
